unicorn_id,account_id,unicorn_uid,name,friendly_name,year_of_making,breed,color,horn_length_cm,horn_material,seat_capacity,magic_abilities,max_speed_kmh,fuel_type,fuel_capacity,hourly_rate,last_service_date,next_service_due,purchase_date,purchase_price,is_active,created_at,updated_at,is_available
0dc2d682-a688-4d0e-bed1-1d261e32a0ee,d667a552-4b25-4a45-9d86-31d901fe30c2,MYTHIC-011,Yangchenite,Aurora,2021,Celestial,Iridescent White,45.20,Crystal Prism,3,"Healing aura, Weather control, Teleportation",95.60,Starlight Essence,150.00,325.00,2025-04-01,2025-09-28,2025-01-01,28500.00,t,2026-01-03 13:48:44.384073,2026-01-03 13:48:44.384073,t
33299157-051d-4da9-aa22-84060f2f5983,0330c2ef-f3be-4fc0-ae00-6edb9621e092,MYTHICAL-025,Alnitak Peridot,Aurora,2021,Celestial Equine,Iridescent White,45.20,Starlight Crystal,3,"Weather control, Teleportation, Healing aura",95.00,Astral Energy,120.50,375.00,2025-07-21,2026-01-17,2025-03-04,32500.00,t,2026-01-03 13:48:44.37807,2026-01-03 13:48:44.37807,t
36f8d6a9-24e5-4118-b99f-3ac5c1221e64,d667a552-4b25-4a45-9d86-31d901fe30c2,MYTHIC-029,Markab Apophyllite,Starry,2022,Celestial,Aurora White,45.30,Crystal Prism,3,"Teleportation, Weather Control",95.70,Starlight Essence,120.50,375.00,2025-05-07,2025-11-03,2025-03-20,28500.00,t,2026-01-03 13:48:44.386241,2026-01-03 13:48:44.386241,t
3ef31916-6158-4395-9e97-338e3aa4ea38,d667a552-4b25-4a45-9d86-31d901fe30c2,MYTHIC-044,Vantasselite,Starlight,2022,Celestial,Iridescent White,45.20,Ethereal Crystal,3,"Weather control, time dilation",95.30,Starlight Essence,120.50,375.00,2026-03-26,2026-09-22,2025-12-07,32500.00,t,2026-01-03 13:48:44.388378,2026-01-03 13:48:44.388378,t
21af93e5-231d-4bec-b141-7ee40c88b342,0330c2ef-f3be-4fc0-ae00-6edb9621e092,MYTHICAL-003,Topazolite,Starry,2021,Celestial,Luminous White,42.50,Starlight Crystal,3,"Flight, Healing Aura, Weather Control",95.00,Stardust,150.00,375.00,2025-03-09,2025-09-05,2025-01-19,28500.00,t,2026-01-03 13:48:44.35053,2026-01-03 13:48:44.35053,f
0e3652a8-6ad3-4454-b663-f7531056ef62,d667a552-4b25-4a45-9d86-31d901fe30c2,MYTHIC-042,Alsephina Benitoite,Starry,2021,Celestial Steed,Iridescent Silver,45.70,Starlight Crystal,2,"Teleportation, Weather Control",95.00,Astral Energy,150.00,325.00,2026-04-21,2026-10-18,2025-12-25,28500.00,t,2026-01-03 13:48:44.388378,2026-01-03 13:48:44.388378,t
da6d6e45-0a70-403d-8d2e-17dd2df43072,0330c2ef-f3be-4fc0-ae00-6edb9621e092,MYTHICAL-018,Nembus Serpentine,Star,2021,Celestial Pegasus,Iridescent White,42.50,Starlight Crystal,2,"Flight, Weather Control, Astral Projection",95.00,Starlight Essence,150.00,375.00,2025-02-20,2025-08-19,2025-01-02,28500.00,t,2026-01-03 13:48:44.35053,2026-01-03 13:48:44.35053,t
444f76a9-7055-41c9-bb31-8d727ca7bd50,d667a552-4b25-4a45-9d86-31d901fe30c2,MYTHIC-045,Staurolite,Star,2021,Celestial,Iridescent White,45.30,Crystal Prism,3,"Flight, Weather Control, Healing Aura",95.70,Starlight Essence,120.50,399.99,2025-11-14,2026-05-13,2025-07-18,28500.00,t,2026-01-03 13:48:44.388378,2026-01-03 13:48:44.388378,t
101b4279-98b7-4e04-9ab1-a3c3ed09c18c,d667a552-4b25-4a45-9d86-31d901fe30c2,MYTHIC-019,Antares Ruby,Star,2021,Celestial,Iridescent White,45.20,Crystal Prism,2,"Healing aura, weather control",95.70,Moonlight Essence,75.30,325.00,2025-05-10,2025-11-06,2025-01-13,28500.00,t,2026-01-03 13:48:44.384073,2026-01-03 13:48:44.384073,f
2bcc31d1-29f6-493d-800e-42e083e8284f,0330c2ef-f3be-4fc0-ae00-6edb9621e092,MYTHICAL-016,Baten Kaitos Cavansite,Star,2021,Celestial,Iridescent White,45.30,Moonstone,2,"Healing aura, Cloudwalking, Weather manipulation",95.00,Stardust Essence,75.00,375.00,2025-06-10,2025-12-07,2025-01-04,28500.00,t,2026-01-03 13:48:44.35053,2026-01-03 13:48:44.35053,t
16692d28-c169-41b5-9d5f-71d7528d74cf,d667a552-4b25-4a45-9d86-31d901fe30c2,MYTHIC-037,Staplehurstite,Star,2021,Celestial,Moonlit Silver,45.30,Crystal Prism,3,"Teleportation, Weather Control",95.70,Starlight Essence,120.50,375.00,2026-04-11,2026-10-08,2025-11-17,32500.00,t,2026-01-03 13:48:44.388378,2026-01-03 13:48:44.388378,t
2eef16a6-6620-4d04-bcd8-66caed433ce2,d667a552-4b25-4a45-9d86-31d901fe30c2,MYTHIC-006,Zosma Childrenite,Sera,2022,Celestial Pegasus,Starry White,38.50,Aurora Crystal,2,"Teleportation, Weather Control",95.00,Starlight Essence,150.00,399.99,2025-05-05,2025-11-01,2025-01-23,28500.00,t,2026-01-03 13:48:44.384073,2026-01-03 13:48:44.384073,f
310596a9-65c6-422f-b892-4807f0e7c47b,0330c2ef-f3be-4fc0-ae00-6edb9621e092,MYTHICAL-036,Tiemannite,Aurora,2021,Celestial Pegasus,Iridescent White,45.70,Starlight Crystal,3,"Weather control, Time dilation, Aurora Borealis projection",95.30,Astral Energy,120.50,399.95,2026-05-03,2026-10-30,2025-11-06,28500.00,t,2026-01-03 13:48:44.380799,2026-01-03 13:48:44.380799,t
76603fb9-d119-427c-a20c-f21a1a4171ec,d667a552-4b25-4a45-9d86-31d901fe30c2,MYTHIC-034,Saiph Moonstone,Starry,2022,Celestial,Iridescent White,45.30,Starlight Crystal,3,"Time Dilation, Weather Control, Healing Aura",95.00,Moonbeam Essence,120.50,375.00,2025-07-18,2026-01-14,2025-03-06,28500.00,t,2026-01-03 13:48:44.386241,2026-01-03 13:48:44.386241,t
3e1c5cd1-523f-4105-b333-75d66a6a86c8,d667a552-4b25-4a45-9d86-31d901fe30c2,MYTHIC-043,Zaniah Ekanite,Aurora,2021,Celestial,Iridescent White,45.20,Crystal Prism,2,"Weather control, Healing aura, Aurora Borealis display",95.70,Starlight Essence,120.50,375.00,2026-02-20,2026-08-19,2025-12-02,28500.00,t,2026-01-03 13:48:44.388378,2026-01-03 13:48:44.388378,t
1a672fbb-aabd-42fe-92d8-cf4a1331871d,d667a552-4b25-4a45-9d86-31d901fe30c2,MYTHIC-047,Zubeneschamali Dravite,Starlight,2021,Celestial Equine,Iridescent White,45.20,Starlight Crystal,2,"Astral Projection, Weather Control",95.00,Stellar Essence,120.50,325.00,2025-11-07,2026-05-06,2025-08-28,28500.00,t,2026-01-03 13:48:44.388378,2026-01-03 13:48:44.388378,t
459f1121-a2e4-47b0-972c-f93ad75c2fa5,d667a552-4b25-4a45-9d86-31d901fe30c2,MYTHIC-032,Hamal Crocoite,Star,2022,Celestial Steed,Iridescent White,45.20,Starlight Crystal,3,"Teleportation, Weather Control",95.70,Astral Energy,75.30,375.00,2025-08-07,2026-02-03,2025-03-18,28500.00,t,2026-01-03 13:48:44.386241,2026-01-03 13:48:44.386241,t
462d80c8-6b83-4d8c-9fc1-3a9e3fb8eac8,0330c2ef-f3be-4fc0-ae00-6edb9621e092,MYTHICAL-007,Stichtite,Rory,2021,Celestial,Iridescent Pearl,45.30,Starlight Crystal,3,"Weather manipulation, Healing aura, Teleportation",95.00,Astral Energy,120.00,375.00,2025-06-17,2025-12-14,2025-01-11,28500.00,t,2026-01-03 13:48:44.35053,2026-01-03 13:48:44.35053,f
6d7733ce-43cb-4258-89d6-cc87f477eb19,d667a552-4b25-4a45-9d86-31d901fe30c2,MYTHIC-048,Mirach Sunstone,Aurora,2021,Celestial Pegasus,Starlight Silver,45.20,Moonstone Crystal,3,"Weather control, Time dilation",95.60,Lunar Essence,120.00,395.00,2025-08-18,2026-02-14,2025-05-01,28500.00,t,2026-01-03 13:48:44.388378,2026-01-03 13:48:44.388378,t
78b44e41-3e02-4641-b4d5-5d33aeb8eb84,d667a552-4b25-4a45-9d86-31d901fe30c2,MYTHIC-016,Willemite,Starry,2022,Celestial Nebula,Iridescent White,45.30,Starlight Crystal,3,"Time Dilation, Weather Control, Celestial Navigation",95.70,Astral Energy,1500.00,395.00,2025-03-08,2025-09-04,2025-01-22,28500.00,t,2026-01-03 13:48:44.384073,2026-01-03 13:48:44.384073,f
78ba40ae-5e28-4c42-8c7a-74387eba61da,0330c2ef-f3be-4fc0-ae00-6edb9621e092,MYTHICAL-037,Yaraanderriite,Starry,2022,Celestial,Iridescent White,45.20,Ethereal Crystal,3,"Flight, Weather Control, Healing Aura",95.60,Starlight Essence,120.50,375.00,2025-05-29,2025-11-25,2025-04-11,28500.00,t,2026-01-03 13:48:44.380799,2026-01-03 13:48:44.380799,t
85ddbf95-9b9e-420d-845b-f0930c836d11,d667a552-4b25-4a45-9d86-31d901fe30c2,MYTHIC-005,Zavijava Bixbyite,Star,2021,Celestial,Iridescent White,45.20,Stardust Crystal,3,"Time dilation, Weather manipulation, Healing aura",95.70,Ethereal Starlight,120.00,399.99,2025-03-08,2025-09-04,2025-01-12,29500.00,t,2026-01-03 13:48:44.384073,2026-01-03 13:48:44.384073,f
cdd89f99-1023-47a6-b095-14b1f2da6400,d667a552-4b25-4a45-9d86-31d901fe30c2,MYTHIC-010,Kaffaljidhma Rhodochrosite,Rory,2021,Celestial,Iridescent White,42.50,Crystal Prism,3,"Weather control, healing aura, ethereal glow",95.00,Starlight Essence,150.00,325.00,2025-06-05,2025-12-02,2025-01-27,28500.00,t,2026-01-03 13:48:44.384073,2026-01-03 13:48:44.384073,f
03f6f3c7-0045-43fe-9cbd-8ba3893bcc10,0330c2ef-f3be-4fc0-ae00-6edb9621e092,MYTHICAL-039,Ankaa Tourmaline,Starry,2022,Celestial Steed,Iridescent White,45.20,Crystal Prism,3,"Flight, Weather Control, Healing Aura",95.00,Starlight Essence,120.50,395.00,2025-12-28,2026-06-26,2025-11-04,28500.00,t,2026-01-03 13:48:44.380799,2026-01-03 13:48:44.380799,t
1c3fed93-6062-46cc-b51c-c7ff226037c2,0330c2ef-f3be-4fc0-ae00-6edb9621e092,MYTHICAL-048,Schedar Morganite,Starry,2021,Celestial,Aurora White,42.50,Rainbow Crystal,2,"Healing aura, weather control, stardust trail",95.00,Moonlight Essence,75.00,325.00,2025-10-21,2026-04-19,2025-07-01,28500.00,t,2026-01-03 13:48:44.380799,2026-01-03 13:48:44.380799,t
49edd06c-af93-4205-83cd-2745f0f30fe3,0330c2ef-f3be-4fc0-ae00-6edb9621e092,MYTHICAL-009,Yed Prior Smaltite,Star,2022,Celestial,Iridescent White,45.20,Crystal Prism,3,"Weather control, Teleportation, Healing aura",95.70,Starlight Essence,120.00,375.00,2025-03-02,2025-08-29,2025-01-11,28500.00,t,2026-01-03 13:48:44.35053,2026-01-03 13:48:44.35053,f
a314b510-a4c3-42e4-9052-1e7636b4fc57,0330c2ef-f3be-4fc0-ae00-6edb9621e092,MYTHICAL-014,York Absorbing,Starry,2021,Celestial,Iridescent Silver,45.20,Crystal Prism,2,"Flight, Weather Control",95.70,Starlight Essence,150.00,375.00,2025-03-24,2025-09-20,2025-01-18,28500.00,t,2026-01-03 13:48:44.35053,2026-01-03 13:48:44.35053,t
4dcbdae0-dba0-48e0-b10a-12800ea2e865,0330c2ef-f3be-4fc0-ae00-6edb9621e092,MYTHICAL-017,Tejat Posterior Sugilite,Starry,2021,Celestial,Iridescent White,45.20,Starlight Crystal,3,"Teleportation, Weather Control",95.00,Astral Energy,120.50,299.99,2025-02-12,2025-08-11,2025-01-10,28500.00,t,2026-01-03 13:48:44.35053,2026-01-03 13:48:44.35053,t
80a3cf7d-068f-4d18-93bb-bb4e0311ba91,d667a552-4b25-4a45-9d86-31d901fe30c2,MYTHIC-038,Spodumene,Star,2021,Celestial,Iridescent Silver,42.50,Starlight Crystal,2,"Healing aura, Weather manipulation",95.00,Ethereal Wind,150.00,375.00,2025-12-07,2026-06-05,2025-08-27,28500.00,t,2026-01-03 13:48:44.388378,2026-01-03 13:48:44.388378,t
5cf11b45-a5fb-44be-8f0d-d8766b5b50c0,0330c2ef-f3be-4fc0-ae00-6edb9621e092,MYTHICAL-046,Tausonite,Rory,2021,Celestial,Iridescent White,42.50,Crystal Prism,2,"Flight, Weather Control, Healing Aura",95.20,Starlight Essence,120.00,375.00,2025-10-08,2026-04-06,2025-08-12,32000.00,t,2026-01-03 13:48:44.380799,2026-01-03 13:48:44.380799,t
9333dcda-e30b-4427-8aa0-2ade8e7b2edb,0330c2ef-f3be-4fc0-ae00-6edb9621e092,MYTHICAL-044,Sussexite,Sera,2021,Celestial Prism,Iridescent White,45.70,Aurora Crystal,3,"Weather control, teleportation, healing aura",95.20,Stellar Essence,120.50,375.00,2026-02-26,2026-08-25,2025-10-09,28500.00,t,2026-01-03 13:48:44.380799,2026-01-03 13:48:44.380799,t
603e027c-a123-454d-b157-44934cdf6523,0330c2ef-f3be-4fc0-ae00-6edb9621e092,MYTHICAL-024,Thomasclarkite,Starry,2021,Celestial,Iridescent White,45.70,Starlight Crystal,3,"Teleportation, Weather Control",95.20,Moonbeam Essence,120.50,395.00,2025-06-07,2025-12-04,2025-03-09,32500.00,t,2026-01-03 13:48:44.37807,2026-01-03 13:48:44.37807,t
622db1cf-3d27-4c5b-b1ee-c295da6e316c,0330c2ef-f3be-4fc0-ae00-6edb9621e092,MYTHICAL-008,Aldebaran Topaz,Rory,2022,Celestial Radiance,Starlight Silver,45.20,Crystal Prism,3,"Weather manipulation, Aura shielding, Teleportation",95.30,Stellar Essence,120.50,375.00,2025-04-24,2025-10-21,2025-01-14,28500.00,t,2026-01-03 13:48:44.35053,2026-01-03 13:48:44.35053,f
6334d678-c725-44c6-8a52-2977c2ee9514,0330c2ef-f3be-4fc0-ae00-6edb9621e092,MYTHICAL-006,Shedir Kunzite,Starlight,2022,Celestial Comet,Iridescent Pearl,45.30,Stardust Crystal,3,"Teleportation, Weather Control",95.20,Moonbeam Essence,120.50,325.00,2025-02-24,2025-08-23,2025-01-07,28500.00,t,2026-01-03 13:48:44.35053,2026-01-03 13:48:44.35053,f
9724642f-87eb-4b1a-bc2c-4ac9493dae79,d667a552-4b25-4a45-9d86-31d901fe30c2,MYTHIC-040,Pollux Amber,Rory,2022,Celestial Pegasus,Starlight Silver,45.70,Crystal Prism,3,"Weather manipulation, Teleportation, Dream weaving",95.20,Starlight Essence,120.50,399.95,2025-08-20,2026-02-16,2025-06-06,32500.00,t,2026-01-03 13:48:44.388378,2026-01-03 13:48:44.388378,t
73ea912c-9608-408a-bb46-7872adb61476,0330c2ef-f3be-4fc0-ae00-6edb9621e092,MYTHICAL-020,Murzim Scapolite,Starry,2021,Celestial,Iridescent White,42.50,Starlight Crystal,2,"Healing aura, weather control",95.00,Solar Essence,150.00,375.00,2025-05-04,2025-10-31,2025-01-09,28500.00,t,2026-01-03 13:48:44.35053,2026-01-03 13:48:44.35053,f
58fa8b5a-b5be-42d8-98ae-0c2138b38014,0330c2ef-f3be-4fc0-ae00-6edb9621e092,MYTHICAL-027,Alrescha Moldavite,Aurora,2022,Celestial,Iridescent White,45.30,Crystal Prism,3,"Weather control, Healing aura, Teleportation",95.00,Starlight Essence,120.50,375.00,2025-05-02,2025-10-29,2025-03-20,32500.00,t,2026-01-03 13:48:44.37807,2026-01-03 13:48:44.37807,t
62cded8b-00cd-4d36-afc3-ef74a56a831d,d667a552-4b25-4a45-9d86-31d901fe30c2,MYTHIC-012,Alcyone Fluorite,Star,2022,Celestial,Iridescent White,45.30,Crystalline Prism,3,"Weather control, healing aura, teleportation",95.70,Starlight Essence,120.50,399.99,2025-03-23,2025-09-19,2025-01-09,28500.00,t,2026-01-03 13:48:44.384073,2026-01-03 13:48:44.384073,t
73f3ed10-2d7f-4d2e-a9bc-9eae77de4662,d667a552-4b25-4a45-9d86-31d901fe30c2,MYTHIC-050,Alpheratz Stilbite,Aether,2021,Celestial Steed,Starlight Silver,45.20,Crystal Prism,3,"Teleportation, Weather Control",95.00,Astral Essence,75.30,399.95,2026-03-12,2026-09-08,2025-12-23,28500.00,t,2026-01-03 13:48:44.388378,2026-01-03 13:48:44.388378,t
9d9ee389-e5fe-4999-8462-234fc664d105,d667a552-4b25-4a45-9d86-31d901fe30c2,MYTHIC-008,Segin Elbaite,Aurora,2021,Celestial,Iridescent White,45.20,Crystal Prism,2,"Weather manipulation, Teleportation, Healing aura",95.30,Stardust Essence,75.80,325.00,2025-04-25,2025-10-22,2025-01-14,28500.00,t,2026-01-03 13:48:44.384073,2026-01-03 13:48:44.384073,f
7edc196c-8801-45e4-b6dc-c87707d41690,0330c2ef-f3be-4fc0-ae00-6edb9621e092,MYTHICAL-035,Wezen Charoite,Starry,2021,Celestial Nebula,Iridescent Silver,45.70,Starlight Crystal,2,"Weather manipulation, Teleportation, Emotional healing",110.50,Lunar Essence,85.20,399.95,2025-08-18,2026-02-14,2025-03-11,28500.00,t,2026-01-03 13:48:44.37807,2026-01-03 13:48:44.37807,t
80e079f5-8f7f-468f-8197-269c008bc51f,d667a552-4b25-4a45-9d86-31d901fe30c2,MYTHIC-031,Achird Dumortierite,Star,2022,Celestial,Iridescent White,45.20,Aetherium Crystal,3,"Teleportation, Weather Control",95.70,Starlight Essence,75.30,395.00,2025-08-20,2026-02-16,2025-03-14,28500.00,t,2026-01-03 13:48:44.386241,2026-01-03 13:48:44.386241,t
9292cc6f-3125-4e78-8b0e-0c8cace01ac2,d667a552-4b25-4a45-9d86-31d901fe30c2,MYTHIC-046,Tyuyamunite,Star,2022,Celestial Pegasus,Iridescent Silver,45.20,Starlight Crystal,3,"Time Dilation, Weather Control",95.70,Lunar Essence,120.50,375.00,2025-08-09,2026-02-05,2025-06-24,32500.00,t,2026-01-03 13:48:44.388378,2026-01-03 13:48:44.388378,t
92c36e74-b979-40ba-90f3-93962af9c3e5,d667a552-4b25-4a45-9d86-31d901fe30c2,MYTHIC-025,Capella Opal,Aurora,2021,Celestial,Iridescent White,45.20,Crystal Prism,3,"Teleportation, Weather Control",95.70,Stardust,120.50,325.00,2025-08-19,2026-02-15,2025-03-20,28500.00,t,2026-01-03 13:48:44.386241,2026-01-03 13:48:44.386241,t
a05fc329-0d90-49a4-9d97-d33404207e6f,d667a552-4b25-4a45-9d86-31d901fe30c2,MYTHIC-007,Ruchbah Datolite,Aurora,2022,Celestial Nebula,Starlight Silver,45.20,Crystal Prism,3,"Flight, Weather Control, Healing Aura",95.70,Stardust Essence,120.00,375.00,2025-05-19,2025-11-15,2025-01-01,28500.00,t,2026-01-03 13:48:44.384073,2026-01-03 13:48:44.384073,t
a3fcf04d-020e-4302-a1d9-c254e5203e55,0330c2ef-f3be-4fc0-ae00-6edb9621e092,MYTHICAL-042,Asterope Hematite,Rory,2022,Celestial,Iridescent Pearl,45.70,Starlight Crystal,2,Weather manipulation and teleportation,95.30,Ethereal Essence,120.50,375.00,2025-11-25,2026-05-24,2025-10-09,38500.00,t,2026-01-03 13:48:44.380799,2026-01-03 13:48:44.380799,t
49772aaf-4436-40be-800d-0dfe0b4e971e,d667a552-4b25-4a45-9d86-31d901fe30c2,MYTHIC-015,Bellatrix Amethyst,Star,2021,Celestial Prism,Aurora White,42.50,Rainbow Crystal,3,"Weather manipulation, Healing aura, Silent flight",95.00,Starlight Essence,150.00,375.00,2025-03-22,2025-09-18,2025-01-09,28500.00,t,2026-01-03 13:48:44.384073,2026-01-03 13:48:44.384073,t
5b2bc501-cae5-4672-8f5e-846fbfd0885c,d667a552-4b25-4a45-9d86-31d901fe30c2,MYTHIC-030,Regulus Diamond,Starry,2021,Celestial Prism,Iridescent White,42.50,Aurora Crystal,3,"Weather manipulation, Healing aura, Teleportation",95.20,Stardust Essence,150.00,325.00,2025-09-19,2026-03-18,2025-03-25,28500.00,t,2026-01-03 13:48:44.386241,2026-01-03 13:48:44.386241,t
b53c87e7-4491-4d78-a4c3-8962b51c1fe5,0330c2ef-f3be-4fc0-ae00-6edb9621e092,MYTHICAL-031,Mebsuta Spessartine,Starry,2022,Celestial,Iridescent White,45.30,Starlight Crystal,3,"Time Dilation, Weather Control",95.70,Stardust Essence,150.00,399.99,2025-09-10,2026-03-09,2025-03-19,35000.00,t,2026-01-03 13:48:44.37807,2026-01-03 13:48:44.37807,t
dc472a34-d466-4717-b02d-0c10adade3a1,d667a552-4b25-4a45-9d86-31d901fe30c2,MYTHIC-039,Tsih Vivianite,Aurora,2022,Celestial Nebula,Iridescent Pearl,45.30,Crystal Prism,3,"Teleportation, Weather Manipulation",95.00,Starlight Essence,120.50,375.00,2025-08-16,2026-02-12,2025-04-07,28500.00,t,2026-01-03 13:48:44.388378,2026-01-03 13:48:44.388378,t
cf68b65e-eca1-48f9-94b2-681be46e7bb4,0330c2ef-f3be-4fc0-ae00-6edb9621e092,MYTHICAL-038,Zubenelhakrabi Clinohumite,Starry,2021,Celestial Prism,Iridescent White,45.70,Crystalline Prism,2,"Time dilation, Weather control",95.20,Starlight Essence,120.50,375.00,2026-01-10,2026-07-09,2025-10-07,28500.00,t,2026-01-03 13:48:44.380799,2026-01-03 13:48:44.380799,t
c25ace61-e7bf-4cb8-9780-87f6371ab7f1,0330c2ef-f3be-4fc0-ae00-6edb9621e092,MYTHICAL-028,Yildun Brookite,Star,2021,Celestial,Luminous White,45.30,Crystal Prism,3,"Flight, Weather Control, Healing Aura",95.70,Stellar Energy,120.50,299.99,2025-07-12,2026-01-08,2025-03-07,28500.00,t,2026-01-03 13:48:44.37807,2026-01-03 13:48:44.37807,t
ef1b7438-b6e0-40d6-ad5c-c6b1939d45f0,0330c2ef-f3be-4fc0-ae00-6edb9621e092,MYTHICAL-015,Taygeta Malachite,Aurora,2021,Celestial Steed,Iridescent White,45.20,Rainbow Crystal,2,"Flight, Weather Control",95.00,Starlight Essence,150.00,375.00,2025-05-06,2025-11-02,2025-01-17,32500.00,t,2026-01-03 13:48:44.35053,2026-01-03 13:48:44.35053,f
74975abc-72da-4109-b0a8-134678c7ad08,0330c2ef-f3be-4fc0-ae00-6edb9621e092,MYTHICAL-029,Zaurak Gummite,Starlight,2021,Celestial Prism,Iridescent Silver,45.20,Starlight Crystal,3,"Weather control, Teleportation, Healing aura",95.70,Ethereal Essence,120.50,375.00,2025-08-11,2026-02-07,2025-03-04,28500.00,t,2026-01-03 13:48:44.37807,2026-01-03 13:48:44.37807,t
a4b00042-fecb-4aa8-831d-7d64b7fc993a,0330c2ef-f3be-4fc0-ae00-6edb9621e092,MYTHICAL-049,Sphalerite,Star,2022,Celestial,Iridescent White,45.70,Stardust Crystal,2,"Teleportation, Weather Control, Healing Aura",95.20,Lunar Essence,120.50,375.00,2025-12-21,2026-06-19,2025-07-01,28500.00,t,2026-01-03 13:48:44.380799,2026-01-03 13:48:44.380799,t
